ODINO,MAKETXT,MODELTXT,YEARTXT,LDATE,COMPDESC,CDESCR,CRASH,FIRE,INJURED,DEATHS
11582554,KIA,EV9,2024,20240412,UNKNOWN OR OTHER,"I leased my EV9, GT from Northstar KIA, NY. I got the delivery of EV9 GT on 3/29/2024. I started to notice that the car was not charging properly. After the whole night of charging it was charged like 3-4% at most. on the 3rd-4th day, the car started to make sudden abnormal sounds. I called the salesperson and dealership regarding the charging, and other issues, and told me to take it to the service center. I took the car to the service center on 4/7/2024, and I was told that the mechanic for EV9 was not available that day. Later that day I was driving to the shopping mall, and the car started to behave weirdly, after driving about 8-10 miles, right before the mall entrance, the car became very slow, it was not responding to acceleration. I was slowly able to pull the car to the parking. About 2-3 hours later when I started the car again, it started normally, all the signs were good, and as soon as I turned my car on the main street, about 3-4 minutes after starting the car, it suddenly stopped.  Thank God, there were no cars right behind me. The power was on,  but the car was not moving. I had to tow the car to my home since the service center was closed. The next day I called Kia roadside assistance and it is at a service center on 04/08/2024.   I am an extremely busy physician and have small children in my household. I am deeply concerned about the safety aspects of this vehicle as it tends to shut off in the roadway while driving. This is extremely dangerous for me and my family.   To my surprise, My dealer, Northstar KIA has no loaner vehicle. After my repeated requests, my salesperson told me to go to the service center and ask for a rental car. and also told me they would reimburse the rental fees. When I called the service center, they said they do not have any rental or loaner car. While I leased and paid for the car, I am without my car or a loaner car.",N,N,0,0
11691075,KIA,K5,2021,20251002,ELECTRICAL SYSTEM,"Kia has a known issue with the HVAC blower motor circuit on this vehicle model.  They have issued a warranty extension related to relocating the blower motor fuse to another circuit in the fuse box, due to potential burning of fuse(s).  After executing this extended warranty fuse-relocation-procedure, our blower motor relay burned and was replaced twice by separate Kia dealers.  Kia is now claiming that our entire wire harness needs to be replaced at our own cost.  It is quite obvious that any wire harness issue is now very dangerous (electrical arcing and melting) and was caused by the original motor circuit issue.  (The two Kia dealers agree with our assessment but are saying that Kia will not repair because original warranty extension was limited to rewiring.)  Safety issues:  Electrical fire hazard (already demonstrated with burning/melting fuse-box before and after extended warranty procedure was executed). No A/C in 95 degree F conditions.  ",N,Y,0,0
11446690,HYUNDAI,SONATA,2012,20220107,VEHICLE SPEED CONTROL,"After an oil change, my car started losing power at the gas and suddenly turned off on me while I was driving and never turned back on! When I tried turning my car back on my engine started smoking",N,N,0,0
11715018,HYUNDAI,VENUE,2024,20260202,UNKNOWN OR OTHER,"The soy-based coating on the harness surrounding critical wiring attracts squirrels who are keen to the scent resulting in wiring critical to the operation of the vehicle being chewed and malfunctioning. Not only is this repair expensive, but since one doesn't know it has happened, it is extremely dangerous when messing with critical components that affect the safe operation of the vehicle. Insurance has determined they will pay for the repair, but nothing is done to recoup the $500 deductible I had to pay, and the inconvenience of not having my vehicle for a long period of time. The replacement part is the same which means that this could happen repeatedly. . Hyundai refuses to compensate owners.",N,N,0,0
11570631,KIA,SORENTO,2013,20240207,ELECTRICAL SYSTEM,"It has been 3 months since first notification, called KIA and dealer today 2/7/2024.   Have smelled burning/melting smell.  No warning lights so far.  Dealer says it still has no remedy and cannot inspect or repair.  ",N,N,0,0
11731966,KIA,EV6,2025,20260417,ELECTRICAL SYSTEM,I START VEHICLE AND TRY TO PUT TRANSMISSION TO DRIVE ITS NOT WORKING AFTER I TRY TO PUT VEHICLE TO REVERSE TRANSMISSION ITS NOT WORKING,N,N,0,0
11571118,KIA,SPORTAGE,2020,20240209,UNKNOWN OR OTHER,"As I was driving down the road,I started to see steam/smoke coming out of the enginge.  I went to pull over and lost my brakes. I ended up tapping the car in front me.  My car started to fill with smoke and then engulfed in flames.  By looking at the pics, it appears the fire started on the driver's side.  The car is a total loss. ",Y,Y,0,0
11533367,HYUNDAI,SANTA FE,2020,20230719,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"I was pulling out of a sidestreet and realized a car was coming and used the brake. The Automatic Braking system activated and VIOLENTLY stopped the car. I was only going about 5 miles an hour but the tremendous force from the Braking system caused my rotator cuff and my bicep to tear. It cost me thousands to pay for surgery and physical therapy.  I am very worried about all the injuries that this system causes. I have since had the dealership turn it off. I can not risk being injured like that because the car thinks that there will be a collision when I know that my manual braking was sufficient. There was no chance of any accident. I had Hyundai (case # 20962390) inspect the car & they claim (after 4 different inspections) that there is no issue with the system. They also claimed that it wouldn't activate at 5mph but I know that is not true. So if it works correctly, how many people are injured? Before you mandate that the car stop at 65mph, you need to gather more info on how many injuries have occurred. ",N,N,1,0
11497836,KIA,SORENTO,2016,20221217,UNKNOWN OR OTHER,"What component or system failed or malfunctioned, and is it available for inspection upon request? A tow hatch could catch on fire when driving which is terribly dangerous and saying it could cause fire while being parked as well.  How do you expect people to keep driving and be stressed about being burned?  How was your safety or the safety of others put at risk? Me and my family and I have been put at risk by letting us know that when driving our vehicle a fire can start anytime and we have to park away from all other cars outside. We live in a community where kids are playing outside all the time so if a fire does start not only are  we putting ourselves in danger when driving the car but other people live if the car goes into flames.   Has the problem been reproduced or confirmed by a dealer or independent service center? I have contacted a Kia dealer where I live and nobody has reached back out to me about the situation and that was the first that I received the letter.   Has the vehicle or component been inspected by the manufacturer, police, insurance representatives or others? It hasn't been inspected by a dealer if the dealer will not respond back and they are not taking appointments online from the Kia Dealer. If I am not hearing anything back I will have to take this further because, someone can get hurt if it's a recall on my car. I need a new car or something.  Were there any warning lamps, messages or other symptoms of the problem prior to the failure, and when did they first appear? I didn't have any warnings because I always take my car to Valvoline for an oil change and they give me a paper if something is needed done to the car and this never came up until I received the message from GEiCO and the letter in the mail about the recall.",N,N,0,0
11716330,HYUNDAI,SANTA FE SPORT,2016,20260206,ELECTRICAL SYSTEM,I turned off the car and went inside the house. I was outside and could smell smoke. I walked to the front of the house and saw my neighbor who was calling 911 due to flames from my engine. The flames reached the yard and my garage where minor damage occurred. The vehicle was completely engulfed in flames before the fire department extinguished it.,N,Y,0,0
11580773,HYUNDAI,ELANTRA,2018,20240402,ELECTRICAL SYSTEM,CAR DOESNT REGISTER MAPS WELL FREEZES DASHBOARD GPS LIGHTS FLICKER. KEEPS MAKING NOISE BEEPING REQUESTING PASSENGER PUTS SELT BELT ON WHEN THERES NO ONE THERE.,N,N,0,0
11703048,HYUNDAI,IONIQ 5,2023,20251204,ELECTRICAL SYSTEM,"While driving on the freeway I heard a pop and a saw a warning notification on the dashboard to check the vehicles electrical system. This was followed by a warning that power was limited which resulted it the vehicle speed decreasing to 30mph, and finally a notice to stop the vehicle immediately. All of this occurred in about 5 minutes time. Thankfully, I was able to pull over to the side of the road without an accident. After this the vehicle became inoperable including hazard flashers. I had to wait on the side of the freeway for about an hour to get a tow. The vehicle was towed to a dealer which confirmed that the ICCU and high voltage fuse were faulty. My safety during this process was put at risk because A) during a snow storm I had to pull the vehicle over to the side quickly across 4 lanes of traffic and B) then remain parked on the shoulder with limited ability to notify other drivers that I was on the shoulder.  The dealer has confirmed the failure, the vehicle is available for inspection, and the manufacturer has not inspected the component.",N,N,0,0
11693915,KIA,TELLURIDE,2024,20251016,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"Summary: Emergency collision warning system activated unexpectedly at highway speed, causing sudden braking and loss of vehicle control.  Details: While traveling approximately 65 mph on [XXX] , the emergency collision warning system in my Kia activated suddenly and without cause. There were no vehicles in front, beside, or near me at the time. The system automatically engaged the brakes, causing the rear of my vehicle to jackknife.  The vehicle did not slow graduallyâit braked abruptly, creating a serious risk of rear-end collision. Afterward, the car would not shift back into drive, leaving me stranded in a dangerous location in the middle of the highway.  This is the third time I have contacted Kia regarding the same malfunction with the emergency collision warning system. The issue remains unresolved and continues to pose a severe safety hazard to myself and other motorists.  Date of most recent incident: [XXX] Vehicle information: 2024 KIA telluride Vin: Est.mileage: 37,000 Location: [XXX]   Summary of concern: This malfunction causes the vehicle to brake unexpectedly and lose drivability, with no valid reason for system activation. This could easily result in a rear-end crash or multi-vehicle collision. I am requesting that NHTSA investigate whether other Kia owners have experienced similar incidents and whether this issue warrants a safety recall or software fix.  This is my third experience with this warning system malfunctioning I have reached out to Kia previously before. INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",N,N,0,0
11577672,HYUNDAI,KONA,2023,20240315,UNKNOWN OR OTHER,"The horn has failed; will not produce sound.  The fuse has tested good for continuity.  Many online threads offering the same horn failure from Hyundai but no recall, at this point.  This is in direct violation of Florida statute 316.27...Horns and warning devices.  I have a dealer appointment made.",N,N,0,0
11625813,KIA,SPORTAGE HYBRID,2024,20241117,VEHICLE SPEED CONTROL,Cruise control suddenly jumped to 110mph. Could not adjust the speed. Could only turn off cruise control.  It happened several times in a row. Car would speed up until I hit the brake.,N,N,0,0
11694770,KIA,TELLURIDE,2020,20251021,UNKNOWN OR OTHER,My sunroof will not close all the way. I have read different threads and it seems I am not the only person with this make and model having the issue.,N,N,0,0
11613883,KIA,RIO,2013,20240910,ELECTRICAL SYSTEM,"Dealer has failed to remedy recall 23V652 in a reasonable amount of time.  Received the original recall notice dated April 10, 2024. Immediately scheduled an appointment with the dealer. Dealer fixed another outstanding recall but said they didn't have the part for the 23V652 recall. Contacted the dealer several times since and they say they don't have the part to fix the recall and will get back when they do. Contacted Kia and explained the situation. They said they'd get back. Never heard from them. This is a recall for a fire hazard. It was dated April 10, 2024. It is now September 10, 2024.",N,N,0,0
11544622,KIA,SPORTAGE,2020,20230914,UNKNOWN OR OTHER,My 2020 KIA SPORTAGE WAS STOLEN AFTER THE RECALL WHERE KIA INDICATED THE RECALL WOULD DETECT THAT A KEY WAS NOT INSERTED AND WOULD SHUT DOWN CAR.   THIS DID NOT WORK BECAUSE MY CAR WAS STOLEN AFTER THE RECALL!!!  CAUSING EXTREME DURESS AND FINCIAL DISTRESS.  THIS RECALL WAS JUST A SMOKE SCREEN TO LET EVERYONE THINK IT WAS FIXED AND THAN TACK A COUPLE SECURITY STUFF ON THE WINDOWS.  WHEN IS ENOUGH  IS ENOUGH AND THE NHTSA FINALLY MAKES KIA RECALL THERE CARS AND INSTALL AN IMOBILIZER AS PER NHTSA CODE.,N,N,1,0
11568980,KIA,SORENTO,2012,20240131,ELECTRICAL SYSTEM,"The Hydraulic Electronic Control Unit (HEUC) may experience an electrical short circuit, which may result in an engine compartment fire while driving or parked. The notice was received 11.14.23. The part is not available. The warning light under the WARNING in the letter, illuminated on my dashboard and I followed the WARNING instructions: PULL OVER TO A SAFE LOCATION. TURN OFF THE ENGINE. CALL KIA ROADSIDE ASSISTANCE AND HAVE THE VEHICLE TOWED TO A KIA DEALER AS SOON AS POSSIBE. I did this. I had to pay $166.77 for the tow and can't be refunded until the remedy notice is issued. Kia tells me they have to charge $190 to diagnose the car and that there is no remedy at this time. It has been 77 days, today, since the recall was sent. I understand Kia is aware prior to the notice issuing. This is a major safety issue. A fire can be catastrophic. This is interfering with my livelihood. I am a traveling cardiac nurse and I am single, with no other means of travel. I have just this one vehicle to rely on. Why is there not a remedy for this recall after so long? This is unacceptable and Kia needs to be held responsible. ",N,N,0,0
11651805,HYUNDAI,SANTA FE XL,2019,20250331,UNKNOWN OR OTHER,Sun roof exploded. We were driving down the highway and heard a loud crack. The sun roof exploded on us and there was shattered glass from the front to the back of the vehicle. There is no evidence of anything hitting the glass and there was no weather that could have caused the damage. Cloudy skies but 50 degrees Fahrenheit. Absolutely no way to explain the incident. Both my husband and I received small cuts trying to remove the glass. Our dog was in the vehicle and luckily was not harmed in the event. ,N,N,0,0
11571820,KIA,OPTIMA,2013,20240214,ELECTRICAL SYSTEM,I am concerned about my 2013 Kia Optima SX smoking at a mechanic shop. Mechanics identified smoke from the ABS Control Module or HECU. This raises serious safety concerns. I urge thorough investigation and prompt resolution. Clear communication is expected throughout the process to ensure vehicle safety and reliability. ,N,Y,0,0
11686809,KIA,TELLURIDE,2023,20250912,FORWARD COLLISION AVOIDANCE: WARNINGS,"Every time this issue happens, ALL the safety warnings are going off on my dashboard, telling me to check each safety feature and that it's currently NOT working.  1 - Check AWD/4WD 2 - Check Blind Spot Safety System 3 - Check Tire Pressure Monitoring System 4 - Check Smart Crusie Control System 5 - Check Forward Side Safety System 6 - Check Rear Cross Traffic Safety System 7 - Check Lane Following Assist System 8 - Check Lane Change Assist Function 9 - Check Lane Safety System 10 - Check Speed Limit System 11-Check High Beam Assist System 12 - Check inattentive Driving Warning System 13 - Check Door System 14 - Check Truck Lift gate System - ALL going off while I also LOSE MPH and Turn Signal capability and cameras. ",N,N,0,0
11549579,HYUNDAI,TUCSON HYBRID,2023,20231012,VEHICLE SPEED CONTROL,"On four occasions in the last five weeks, I have been driving at relatively low speed (20-30 MPH), and when I attempt to accelerate, the vehicle will not accelerate when I press the gas pedal.  The tachometer shows the RPMs are maxed out, but the vehicle does not accelerate no matter how hard I press the gas pedal.  I have to pull off the road, turn off the vehicle, and restart to fix it.  I am certain I have not accidentally hit any buttons or switches each time.  I have tried changing drive modes (eco/normal/sport) and using the paddle shifters and that has no effect.  Cruise control is off, and no other speed limiting system is activated.  There are no warning lights or indicators when this occurs.   This is incredibly dangerous, as I am unable to get up to speed on a main road.  A few instances led me to be unable to successfully merge onto a main road, which has led to me almost being rear-ended on one occasion, and the most recent instance I was in the left lane of a main road and attempting to pass a large truck and could not maintain speed.  I was fortunate to come upon a slight downhill slope and was able to coast across the right lane and get off the road, but it was a near-accident.  The dealer service center was unable to diagnose the issue, and therefore could not repair it.",N,N,0,0
11575323,HYUNDAI,VERACRUZ,2008,20240304,UNKNOWN OR OTHER,"Component or System Failed or Malfunctioned: The ABS harness connecting to the ABS module is the primary culprit. Specifically, the top part of the harness is not adequately sealed, which has led to water ingress and subsequent wire shorting.  Availability for Inspection: No, the ABS harness is available for inspection upon request.  Safety Risk: The malfunctioning ABS harness poses a significant safety risk. When the ABS system fails, it affects braking performance, stability control, and traction control. This jeopardizes the safety of both the driver and other road users.  Confirmation by Service Centers: While the issue was previously identified by the Hyundai Dealer it was attributed to a short in the Tow Hitch Wire. Unfortunately, the problem was not adequately resolved at that time.  The recent appearance of the ESC Light, ABS Light, and Traction Control Light confirms that the issue persists.  Inspections: The vehicle has not been inspected by the manufacturer, police, or insurance representatives specifically for this issue.  However, the symptoms (warning lights) have been observed consistently during driving.  Warning Lamps and Symptoms: ESC Light: Periodic flashing and occasional getting stuck. ABS Light and Traction Control Light: Illuminating after driving, especially during turns or rapid acceleration.  These symptoms have been present for an extended period.  Cause Assessment: The top part of the ABS harnesses not being properly sealed has allowed water ingress, leading to wire shorting.",N,N,0,0
11501381,KIA,SPORTAGE,2017,20230111,UNKNOWN OR OTHER,"1/2/2023 â My car turned on with zero issues. When I went to pull out of my parking space, the car stalled and tuned off. Right before it turned off, the check engine light and oil light flickered. I waited 5 minutes and turned the car on. It turned on with none of the warning lights flickering or staying on. I pulled the car back into the parking space and the engine had a clicking noise. My husband popped the hood and checked the oil and it seemed low. We went in our other vehicle and purchased oil. We inserted 1QT of oil and turned the car on. It turned on with zero issues but the engine had a clicking noise. We called the Kia dealership   but it was too late to take the vehicle to them so decided we would do it the next day.  1/3/2023 â We called Roadside and the car was flat bedded to the Kia dealership. We spoke with the Advisor NICK and he asked for us to give him to Friday 1/6/2023 to look at the car and he would call us back. So we waited to Friday to 1/6/23 to speak to Nick.  1/6/2023 â Nick called us and told us the car might possibly need a new engine. Did not tell us how they came to the determination or what was wrong with the car and engine. He just said that the dealership needed to talk to Kia Corporate and Kia engineers for the next course of action and that he would call us back on Wednesday 1/10/2023. So, we wait again patiently til 1/10/2023. 1/10/2023 - Nick calls us and we demand to know what is wrong with the vehicle and that we need a loaner. We can not be without the car. He tells us that they do not have a loaner and that they are a small dealership. He told us the techs ran a BCD test on the car and that it failed it twice. That they were waiting to speak to Kia Corp and the engineers again for the next course of action. He said the car had low oil. How could that be we asked â it was only 2K miles in from the last oil change. No answers provided.",N,N,0,0
11469840,HYUNDAI,PALISADE,2022,20220617,LANE DEPARTURE: ASSIST,"The car pulls to the right and it is hard to steer left.  At speeds higher than 50mph the steering wheels vibrates when turning left to correct the veering.  The Lane Departure and Lane Keeping Assist to not operate correctly because the car veers to the right.  I have had the car serviced twice within one week of purchasing and there is no fix from the dealer nor Hyundai.   This issue was apparent within minutes of first driving the car, there are no warning lights.  The alignment is out of spec but cannot be corrected by the dealer.  The cause is reported as an issue with the steering angle sensor.  ",N,N,0,0
11454278,HYUNDAI,TUCSON HYBRID,2022,20220226,UNKNOWN OR OTHER,"My carâs infotainment constantly and consistently goes black and disconnects and reconnects when connected to Apple CarPlay. This may seem like an inconvenience at first, but it poses a real safety issue when using navigation in an area Iâm unfamiliar with. In this case it can cut out for ten seconds or more as Iâm about to make a turn, which can distract me or make me make a sudden move or turn to make my destination. It also cuts out phone calls, which can force me to use my phoneâs speakerphone and regular phone features which require I hold and/or look at the phone while driving. This is a known Hyundai/Apple issue that seems to be impacting thousands of people. I have an iPhone XR with the latest software (15).",N,N,0,0
11555522,HYUNDAI,TUCSON HYBRID,2022,20231116,FORWARD COLLISION AVOIDANCE: ADAPTIVE CRUISE CONTROL,Driving interstate right lane cruise control set at 73 mph. Car in front of me proceeded to leave lane to the left in order to pass 18 wheeler in front of it. Noticed my car felt different at that time and looked at dashboard to see cruise control now set to 110 mph and speed almost 90 mph. Documented with photo. Disabled cruise with breaking. Shared this on Tucson forums Reddit and Hyundai Forums with confirmation that this has and is happening. ,N,N,0,0
11515124,KIA,SOUL,2023,20230403,ELECTRICAL SYSTEM,"The instrument cluster is no longer displaying vital information. (Speedometer, tachometer, odometer, warning indicator lights, etc.) It still displays turn indicators and headlight indicators. The remedy is to replace the instrument cluster and have it recalibrated",N,N,0,0
11524962,HYUNDAI,GENESIS,2015,20230602,ELECTRICAL SYSTEM,"I took my car to South Shore Hyundai sometime in May 2023 to find it has internal transmission failure at 107,500 miles and a new transmission would cost $6,200 and change. This transmission issue has been gradually getting worse since around 87,000 miles when I did a computer reset to attempt to resolve it. The issue didnât show up on a computer and it wasnât an everyday issue at 87K but now itâs an everyday issue and concern while driving. I also believe I had the transmission examined at around 97K by allowing Advantage Hyundai Service in Hicksville NY to test drive the car for over a day and they found nothing. I was hoping to fix the transmission under the 100K mile powertrain warranty promised to me by my salesman but not executed on paper as I was an inexperienced buyer and was taken advantage of. About 1 year after I bought the car the drivers heated seat stopped working and would cost me about $2,500 to fix which I never paid for. Absolutely loved the car but it costed me so much in repairs over the years and the transmission failure has me so upset. I wish I could get it replaced as I still owe $ and can not afford a new car not even an old car for $5000 yet. ",N,N,0,0
11446965,HYUNDAI,SONATA,2011,20220110,ELECTRICAL SYSTEM,"Was driving fine for a few minutes, made a stop at a light then when I proceed to make my left turn, my steering wheel was completely hard to turn. A light EPS came on right away and I was able to move forward but made it completely hard to turn towards my destination. Drive my car home at 10 mph I could not steer my steering wheel ",N,N,0,0
11448375,KIA,RIO,2019,20220121,UNKNOWN OR OTHER,"No incident's with my vehicle,  just need my recall to be complete before i ship my vehicle from LA to Hawaii.",N,N,0,0
11484813,HYUNDAI,SANTA CRUZ,2022,20220916,VEHICLE SPEED CONTROL," Hyundia Santa Cruz was purchased Aug of 2021 and it has 5,655 miles on it.  After making a stop, sometimes the Santa Cruz does not want to accelerate when pressing down on the accelerator pedal.    While pushing more on the accelerator pedal to make the vehicle move, after a second or three elapses while still pressing on the accelerator will cause the vehicle to suddenly lurch forward at a rate of speed too fast and I have to immediately slam on the brakes to regain control of the forward motion of the vehicle to avoid hitting the vehicle in front of me.  I took the vehicle to a dealership today (9/16/22).   No codes or errors were found by computer check or by a technician driving the vehicle.   Dealer comment on the paperwork ""Unable to verify concern at this time"".  Next comment on paperwork, ""There is a software update that will remedy this concern"".  I refused the software update, as I have read numerous comments from online forums of customers having issues after dealership upgraded software.   If they are unable to verify the concern, how does the dealership know the software update will remedy the issue that they cannot verify the vehicle has.  Dealership paperwork also states, ""Shifting issue will continue if software is not updated"".    It is NOT a shifting issue; it is an uncontrollable/unreliable acceleration issue.  This vehicle will be put in storage on 10/18/22 and not taken out of storage until mid-May of 2023.   In May of 2023 I will investigate the software update in hopes that Hyundia will have a more stable software update.",N,N,0,0
11685550,HYUNDAI,PALISADE,2023,20250907,UNKNOWN OR OTHER,Leased vehicle in 2023 after a few months rear suspension was giving problems after a year of ignoring claims they saw the rear bushings were out. They changed it and after a few months again the problem came back more permanent. They admitted the part was faulty. Change the suspension and now it sounds like a space ship when breaking. Went in for 30k maintenance and now the ac vents sound like a plane. Two days later after a storm I see the roof is leaking and rear sunroof is also leaking. Since the near three year ownership it has been problem after problem not cause by me but by poor quality management at the dealer. ,N,N,0,0
11528536,HYUNDAI,IONIQ 5,2022,20230623,ELECTRICAL SYSTEM,"Was driving the vehicle in a local road and felt sudden drop in vehicle speed. Had to press hard the acceleration pedal to avoid any collision from behind. The vehicle could not gain enough speed in a ~45~60mile speed zone and driven ~2miles slowly to work place. The vehicle had to be towed to a local delearship as they suggested. The warning message was 'Stop vehicle and check Power supply' immediately after and changed to 'Check EV System' when started ~1hr later at the time of towing. The local dealership diagnosed it to be needing a new ICCU board, integrated charge control unit, which is in back order for ~2weeks (vehicle is still at dealership). In hindsight (after hearing recent news on ICCU failure of Ioniq5), the vehicle had a related issue in Feb 2023. At that time, the vehicle electrical system got blacked-out in my garage (it didn't respond to any button pressing with completely dark dashboard screen). It was towed to a local dealership since jump jump start could not fix it. They replaced a 12V battery for which local dealership could not give me convencing reason for the dead 12V battery . ",N,N,0,0
11709080,HYUNDAI,SANTA FE HYBRID,2025,20260106,VEHICLE SPEED CONTROL,Sitting at stoplight and attempted to go. Car wouldnât go above 10mph even with pedal all the way down. Drove for a bit trying to figure out what was wrong. Then flashing red lights and beeping telling me to pull over safely. Pulled over and turned the car off. Restarted and car said charge battery. Apparently this is called âlimp modeâ and happens when there is something seriously wrong with the car in order to prevent further damage. Very dangerous to not be able to go about 10mph on the highway. Took to dealership. Vehicle isnât throwing any codes and blue link shows nothing of the incident. Dealership supposedly checked battery and connections. Nothing done,N,N,0,0
11568712,HYUNDAI,PALISADE,2024,20240130,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"I was driving in a shopping center parking lot and approaching a stop sign. As I was breaking and approaching the sign, I had to drive over a series of small potholes. As I went over the potholes, it seems the cars ABS system was engaged, and the car began to shake very dramatically, creating a more dangerous situation than needed to be. It seems others have had this problem as well, as I found online forums describing similar experiences driving over small rocks and bumps. It makes it harder to stop the vehicle before getting in the middle of oncoming traffic. There were no warning lamps or beeps to tell me ABS was engaged--it just started happening and only stopped when I pumped the breaks. I  have not brought this up to the dealer yet and this issue has not been inspected yet, but I will be following up with the dealer as this is a brand new car.   This is a link to a forum where others have experiences similar issues: [XXX]  INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6)",N,N,0,0
11669841,KIA,EV9,2024,20250627,VEHICLE SPEED CONTROL,"I was driving around 60-65 mph on the highway when suddenly a warning alarm went off and the warning light read âstop vehicle and check brake systemâ.    I took my foot off the accelerator and car continued to maintain speed.  The  power brakes did not work.   I put the car into neutral hoping that would slow it down, but it continued to maintain speed.     I went into the right lane and put on my hazards.  When I had the opportunity to pull into the breakdown lane, I did so and was able to push the brake pedal manually and get the car to stop, and turn it off.      When I turned the car back on again, I got the same warnings and alarms.  After 5-10 minutes, when I turned the car on, everything seemed to have cleared.    I still had the car towed to KIA to investigate the issue.  ",N,N,0,0
11670647,KIA,SORENTO,2016,20250701,ELECTRICAL SYSTEM,Vehicle stuck in park. Able to use emergency procedure to drive. Repair of fault would have cost 1600.00 if not covered by my extended warranty. There is a similar recall for not requiring brake to be applied before the shifter can  select a gear. This is caused by the BCM body control module. I believe that most of these units are failure prone and they control a number of functions that are related to safety. ,N,N,0,0
11723787,KIA,TELLURIDE,2020,20260312,UNKNOWN OR OTHER,Vehicle began shifting really hard and the rpm meter started going way up and down really fast. The check engine light also came on. It caused difficulties with control of the vehicle. Vehicle was parked and taken to a mechanic so said the issue was the torque converter and that it needs a new transmission.  ,N,N,0,0
11606839,HYUNDAI,TUCSON,2024,20240806,VEHICLE SPEED CONTROL,"The contact owns a 2024 Hyundai Tucson. The contact stated that while driving at an undisclosed speed, the vehicle was hesitating during acceleration. While accelerating, the vehicle failed to exceed 3,000 RPM. Thee contact stated that while driving 45 MPH, the vehicle decelerated to 25 MPH independently while depressing the accelerator pedal. The automatic start button remained illuminated. There were no warning lights illuminated. The local dealer was not contacted. The vehicle was not diagnosed or repaired. The manufacturer was not contacted. The failure mileage was approximately 8,800.",N,N,0,0
11545812,HYUNDAI,PALISADE,2023,20230921,ELECTRICAL SYSTEM,cant get a serviced till 2024 so i guess ill burn and die,N,N,0,0
11575287,HYUNDAI,KONA,2018,20240304,UNKNOWN OR OTHER,"My vehicle suffered a tire blowout on [XXX]. It was determined to be caused by ripped beading on the inner and outer part of the tire. It  was also said that the damage to the tire occurred at time of initial install by improper mounting and balancing of the wheels and tired. The tires were 235/55/r17 Kelly A/S Edge M+S tubeless radial Tires manufactured in Mexico. The tires were placed on vehicle by the dealer.    My safety was put at risk because 1) the tires were not manufacture recommended OEM tires. 2) No warning indicator Illuminated on the dash to indicate the tire was losing pressure.   The vehicle then a month 1/2 later caught fire. Prior to the fire several warning malfunction indicators Illuminated. In addition to what was apparent electrical haywire,  causing alarm sounds ( beeping), flashing lights, and warning indicators illuminating throughout the dash.   The vehicle is said to be a 2018 hyundai kona petrol. Although at time of purchase and fire was equipped with a lithium ion 20h battery.   I was told an inspection was done in August of 2021 by Hyundai Motor of America after fire and being towed to the local hyundai dealer, however to date 3/2024 am still denied the report and gave never been allowed to have it.     The fire said to have been caused by audio installation faulty wiring to a subwoofer secured in the back of the vehicle which coincidentally was also stolen due to the repair dealer facing to secure the vehicle during  repairs.   The repair facility provided a work order that only listed 2 parts replaced which were two main wiring harnesses.  In addition to the wire harnesses that the repair dealer is said to have replaced, there were other documented changes and replaced parts not mentioned, listed or detailed on any repair order. The original lithium ion battery had been replaced. Two- 50v main relay fuses in the relay box located in the engine compartment had been replaced. Prior to fire read HMML, after repairs read PBD01. PRT.1OF3  INFORMATION REDACTED PURSUANT TO THE FREEDOM OF I",Y,Y,2,0
11483567,HYUNDAI,ELANTRA,2013,20220908,LANE DEPARTURE: BLIND SPOT DETECTION,Good ,N,N,0,0
11486734,HYUNDAI,SONATA,2018,20220927,VEHICLE SPEED CONTROL,"Engine takes a long time to start up, about 10-15 seconds of pushing the start button starts engine which is probably not good for the car. Also, the car jolts/ wants to stop while driving. Has been an ongoing issue since the week of 9/5/22. Loss of motor power issue sounds like what is going on with my 2018 Hyundai Sonata vehicle. ",N,N,0,0
11492228,KIA,SORENTO HYBRID,2022,20221104,UNKNOWN OR OTHER,"I was driving down the highway at 8:00 AM. The weather conditions were foggy. The air temperature was 43 degrees and I had the heat on in the vehicle. I experienced a sudden loud BANG, followed by a shower of shattered glass. The front panel of my panoramic sunroof exploded, sending glass into the vehicle.  There were no other cars around, I did not hit a bump in the road, I did not see any evidence of debris hitting or falling onto the vehicle, and I was not driving under any bridges or trees where something could have dislodged and fallen onto it. It was just a weird spontaneous explosion without reason. When I inspected the glass, it was clear that the stress around the edges where glass was still present was directed from inside the vehicle to outside, (or down to up), as the glass was bowed upward, perhaps indicating unusual torque around the edge of the glass panel. The entire panel was compromised except for about 6"" of glass extending inward around the perimeter of the panel housing. I was hit by some falling glass, but was uninjured.  Glass also showered down into the middle row seats, where my children would have been sitting if they had they been along with me.",N,N,0,0
